transaction_id,date,store_name,store_city,product_name,category,units_sold,unit_price,customer_id,
TXN5289,45242.00,Bangalore MG,Bangalore,Pulses 1kg,Grocery,6,31604.47,CUST014,
TXN5290,24-05-2023,Mumbai Central,Mumbai,Atta 10kg,Grocery,18,52464,CUST021,
TXN5291,17-05-2023,Bangalore MG,Bangalore,Saree,Clothing,19,35451.81,CUST044,
TXN5292,31-01-2023,Mumbai Central,Mumbai,Speaker,electronics,14,49262.78,CUST009,
TXN5293,31-12-2023,Delhi South,Delhi,Jeans,Clothing,5,2317.47,CUST049,
TXN5294,23-10-2023,Chennai Anna,Chennai,Milk 1L,Groceries,5,43374.39,CUST027,
TXN5295,45251.00,Chennai Anna,Chennai,Biscuits,Groceries,3,27469.99,CUST048,
TXN5296,45116.00,Bangalore MG,Bangalore,Atta 10kg,Grocery,15,52464,CUST050,
TXN5297,44959.00,Mumbai Central,Mumbai,Biscuits,Groceries,12,27469.99,CUST028,
TXN5298,15-06-2023,Delhi South,Delhi,Milk 1L,Groceries,9,43374.39,CUST037,
TXN5299,45276.00,Delhi South,,Milk 1L,Groceries,11,43374.39,CUST041,
